Date,Action,Price,Reason,Profit,Capital
2025-12-16,BUY,4181.7,ゴールデンクロス,0.0,1.0
2026-01-20,SELL,4357.0,トレーリングストップ,175.3,1.0419
2026-01-22,BUY,4355.8,押し目買い,0.0,1.0419
2026-01-26,SELL,4138.0,ハードストップ,-217.8,0.9898
2026-03-09,BUY,3549.5,MACD上抜け,0.0,0.9898
2026-03-19,SELL,3304.2,ハードストップ,-245.3,0.9214
2026-04-03,BUY,3273.0,MACD上抜け,0.0,0.9214
2026-04-13,SELL,3291.0,トレーリングストップ,18.0,0.9265
2026-04-14,BUY,3450.0,ゴールデンクロス,0.0,0.9265
2026-04-24,SELL,3688.8,トレーリングストップ,238.8,0.9906
2026-05-27,BUY,3440.0,MACD上抜け,0.0,0.9906
2026-06-04,SELL,3470.0,トレーリングストップ,30.0,0.9993
