Date,Action,Price,Reason,Profit,Capital
2026-01-15,BUY,3207.5,MACD上抜け,0.0,1.0
2026-02-13,SELL,3596.1,トレーリングストップ,388.6,1.1212
2026-03-03,BUY,3935.5,MACD上抜け,0.0,1.1212
2026-03-23,SELL,4393.1,トレーリングストップ,457.6,1.2515
2026-04-08,BUY,4009.3,押し目買い,0.0,1.2515
2026-04-20,SELL,3808.8,ハードストップ,-200.5,1.1889
2026-05-07,BUY,3793.9,MACD上抜け,0.0,1.1889
2026-05-25,SELL,3604.2,ハードストップ,-189.7,1.1295
2026-06-08,BUY,3598.1,MACD上抜け,0.0,1.1295
2026-06-10,SELL,3418.2,ハードストップ,-179.9,1.073
2026-06-12,BUY,3496.7,MACD上抜け,0.0,1.073
2026-06-16,SELL,3321.9,ハードストップ,-174.8,1.0194
2026-06-23,BUY,3398.3,MACD上抜け,0.0,1.0194
2026-06-25,SELL,3228.4,ハードストップ,-169.9,0.9684
