Date,Action,Price,Reason,Profit,Capital
2026-03-02,BUY,4636.8,MACD上抜け,0.0,1.0
2026-03-09,SELL,4244.7,ハードストップ,-392.1,0.9154
2026-04-08,BUY,4080.0,MACD上抜け,0.0,0.9154
2026-04-23,SELL,4072.8,トレーリングストップ,-7.2,0.9138
2026-04-27,BUY,4120.0,押し目買い,0.0,0.9138
2026-05-15,SELL,4715.0,トレーリングストップ,595.0,1.0458
2026-05-25,BUY,5180.0,MACD上抜け,0.0,1.0458
2026-06-08,SELL,4939.2,トレーリングストップ,-240.8,0.9972
2026-06-18,BUY,5270.0,ゴールデンクロス,0.0,0.9972
2026-07-03,SELL,5292.2,トレーリングストップ,22.2,1.0014
2026-07-16,BUY,5760.0,ゴールデンクロス,0.0,1.0014
2026-07-21,SELL,5250.0,ハードストップ,-510.0,0.9127
2026-08-06,BUY,5810.0,MACD上抜け,0.0,0.9127
2026-08-10,SELL,5130.0,ハードストップ,-680.0,0.8059
