Date,Action,Price,Reason,Profit,Capital
2026-01-13,BUY,6160.5,MACD上抜け,0.0,1.0
2026-01-15,SELL,5883.2,ハードストップ,-277.3,0.955
2026-01-28,BUY,5605.9,MACD上抜け,0.0,0.955
2026-02-02,SELL,5382.0,ハードストップ,-223.9,0.9168
2026-02-17,BUY,5051.2,MACD上抜け,0.0,0.9168
2026-03-03,SELL,5212.6,トレーリングストップ,161.4,0.9461
2026-03-12,BUY,5338.5,ゴールデンクロス,0.0,0.9461
2026-03-19,SELL,5018.6,ハードストップ,-319.9,0.8894
2026-03-30,BUY,4910.0,MACD上抜け,0.0,0.8894
2026-04-23,SELL,5682.8,トレーリングストップ,772.8,1.0294
2026-04-28,BUY,5460.0,押し目買い,0.0,1.0294
2026-05-08,SELL,4940.0,ハードストップ,-520.0,0.9314
2026-07-02,BUY_SIGNAL,3755.0,ゴールデンクロス,0.0,0.9314
